Sequence;MOTU_Ward
ECCAJ305N23_Bosmina_Ecuador_BOLD_ACA6834;50
ECCAJ317N23_Bosmina_Ecuador_BOLD_ACA6834;50
ECCAJ480N23_Bosmina_Ecuador_BOLD_ACA6834;50
ECCAJ485N24_Bosmina_Ecuador_BOLD_ACA6834;50
ECCAJ494N24_Bosmina_Ecuador_BOLD_ACA6834;50
KU315493_B_freyi;50
LC215481_B_sp;50
KC616781_B_cf_liederi;51
KC616782_B_cf_liederi;51
KC616783_B_cf_liederi;51
KC616784_B_cf_liederi;51
KC616785_B_cf_liederi;51
KC617495_B_cf_liederi;51
KC617496_B_cf_liederi;51
KC617497_B_cf_liederi;51
KC617498_B_cf_liederi;51
KC617499_B_cf_liederi;51
KY091157_B_sp_Taihuzoo;52
LC215471_B_fatalis;52
LC215472_B_fatalis;52
LC215473_B_fatalis;52
LC215474_B_fatalis;52
LC215475_B_fatalis;52
MW770308_B_fatalis;52
