Sequence;MOTU_ABGD
ECCAJ305N23_Bosmina_Ecuador_BOLD_ACA6834;42
ECCAJ317N23_Bosmina_Ecuador_BOLD_ACA6834;42
ECCAJ480N23_Bosmina_Ecuador_BOLD_ACA6834;42
ECCAJ485N24_Bosmina_Ecuador_BOLD_ACA6834;42
ECCAJ494N24_Bosmina_Ecuador_BOLD_ACA6834;42
KU315493_B_freyi;42
LC215481_B_sp;42
KC616781_B_cf_liederi;43
KC616782_B_cf_liederi;43
KC616783_B_cf_liederi;43
KC616784_B_cf_liederi;43
KC616785_B_cf_liederi;43
KC617495_B_cf_liederi;43
KC617496_B_cf_liederi;43
KC617497_B_cf_liederi;43
KC617498_B_cf_liederi;43
KC617499_B_cf_liederi;43
KY091157_B_sp_Taihuzoo;44
LC215471_B_fatalis;44
LC215472_B_fatalis;44
LC215473_B_fatalis;44
LC215474_B_fatalis;44
LC215475_B_fatalis;44
MW770308_B_fatalis;44
