Sequence;MOTU_ABGD
Liederobosmina_Argentina03c;21
Liederobosmina_Argentina03d;21
Liederobosmina_Argentina03b;22
Liederobosmina_chilense_Argentina08a;23
Liederobosmina_chilense_Argentina08b;23
Liederobosmina_chilense_Argentina08c;23
Liederobosmina_chilense_Argentina08d;23
Liederobosmina_chilense_Argentina09a;23
Liederobosmina_chilense_Chile02a;23
Liederobosmina_tanakai02;24
Lunobosmina_oriens_USA11i;25
Lunobosmina_oriens_USA16a;25
Lunobosmina_oriens_USA16b;25
Lunobosmina_oriens_USA22a;25
ZPLV327N18_Bosmina_Colombia_BOLD_ADO6195;26
ZPLV328N18_Bosmina_Colombia_BOLD_ADO6195;26
ZPLV330N18_Bosmina_Colombia_BOLD_ADO6195;26
ZPLV333N18_Bosmina_Colombia_BOLD_ADO6195;26
ZPLV337N18_Bosmina_Colombia_BOLD_ADO6195;26
ZPLV371N18_Bosmina_Colombia_BOLD_ADO6195;26
