Sequence;MOTU_ABGD
Liederobosmina_Argentina03c;44
Liederobosmina_Argentina03d;44
Liederobosmina_Argentina03b;45
Liederobosmina_chilense_Argentina08a;46
Liederobosmina_chilense_Argentina08b;46
Liederobosmina_chilense_Argentina08c;46
Liederobosmina_chilense_Argentina08d;46
Liederobosmina_chilense_Argentina09a;46
Liederobosmina_chilense_Chile02a;46
Liederobosmina_tanakai02;47
Lunobosmina_oriens_USA11i;48
Lunobosmina_oriens_USA16a;48
Lunobosmina_oriens_USA16b;48
Lunobosmina_oriens_USA22a;48
ZPLV327N18_Bosmina_Colombia_BOLD_ADO6195;49
ZPLV328N18_Bosmina_Colombia_BOLD_ADO6195;49
ZPLV330N18_Bosmina_Colombia_BOLD_ADO6195;49
ZPLV333N18_Bosmina_Colombia_BOLD_ADO6195;49
ZPLV337N18_Bosmina_Colombia_BOLD_ADO6195;49
ZPLV371N18_Bosmina_Colombia_BOLD_ADO6195;49
